"X1..REPORTING.YEAR","X2..TITLE.OF.CERTIFYING.OFFICIAL","X3..NAME.OF.CERTIFYING.OFFICIAL","X4..TRIFD","X5..NAME","X6..STREET","X7..CITY","X8..COUNTY","X9..STATE","X10..ZIP.CODE","X11..BIA.CODE","X12..TRIBE.NAME","X13..PARENT.COMPANY.NAME","X14..PARENT.COMPANY.DB.NR","X15..STANDARDIZED.PARENT.COMPANY.NAME","X16..EPA.REGISTRY.ID","X17..SUBMITTED.FACILITY.NAME","X18..SUBMITTED.STREET","X19..SUBMITTED.CITY","X20..SUBMITTED.COUNTY","X21..SUBMITTED.STATE","X22..SUBMITTED.ZIP.CODE","X23..SUBMITTED.BIA.CODE","X24..SUBMITTED.TRIBE.NAME","X25..SUBMITTED.PARENT.COMPANY.NAME","X26..SUBMITTED.PARENT.COMPANY.DB.NR","X27..SUBMITTED.STANDARDIZED.PARENT.COMPANY.NAME","X28..SUBMITTED.PRIMARY.NAICS.CODE","X29..SUBMITTED.INDUSTRY.CODE","X30..SUBMITTED.INDUSTRY.NAME","X31..MAILING.NAME","X32..MAILING.STREET","X33..MAILING.CITY","X34..MAILING.STATE","X35..MAILING.PROVINCE","X36..MAILING.ZIP.CODE","X37..ENTIRE.FACILITY.IND","X38..PARTIAL.FACILITY.IND","X39..FEDERAL.FACILITY.IND","X40..ASSIGNED.AGENCY","X41..GOCO.FACILITY.IND","X42..ASSIGNED.FED.FACILITY.FLAG","X43..ASSIGNED.PARTIAL.FACILITY.FLAG","X44..PUBLIC.CONTACT.NAME","X45..PUBLIC.CONTACT.PHONE","X46..PUBLIC.CONTACT.PHONE.EXT","X47..PUBLIC.CONTACT.EMAIL","X48..PRIMARY.SIC.CODE","X49..SIC.CODE.2","X50..SIC.CODE.3","X51..SIC.CODE.4","X52..SIC.CODE.5","X53..SIC.CODE.6","X54..INDUSTRY.CODE","X55..INDUSTRY.NAME","X56..PRIMARY.NAICS.CODE","X57..NAICS.CODE.2","X58..NAICS.CODE.3","X59..NAICS.CODE.4","X60..NAICS.CODE.5","X61..NAICS.CODE.6","X62..LATITUDE","X63..LONGITUDE","X64..DB.NR.A","X65..DB.NR.B","X66..RCRA.NR.A","X67..RCRA.NR.B","X68..RCRA.NR.C","X69..RCRA.NR.D","X70..RCRA.NR.E","X71..RCRA.NR.F","X72..RCRA.NR.G","X73..RCRA.NR.H","X74..RCRA.NR.I","X75..RCRA.NR.J","X76..NPDES.NR.A","X77..NPDES.NR.B","X78..NPDES.NR.C","X79..NPDES.NR.D","X80..NPDES.NR.E","X81..NPDES.NR.F","X82..NPDES.NR.G","X83..NPDES.NR.H","X84..NPDES.NR.I","X85..NPDES.NR.J","X86..LAST.YEAR.THE.FACILITY.REPORTED","X87..FIRST.YEAR.THE.FACILITY.REPORTED","X88..NUMBER.OF.FORMS.SUBMITTED","X89..TOTAL.NUMBER.OF.FORMS.SUBMITTED","X20220921","KEEP"
2021,"AREA ENVIRONMENTAL MANAGER","TRESSA JACKSON","96003CLVRS15390","CALPORTLAND REDDING CEMENT PLANT","15390 WONDERLAND BLVD","REDDING","SHASTA","CA",96003,NA,"","MARTIN MARIETTA MATERIALS INC","809750912","",110070385909,"LEHIGH CEMENT WEST LLC","15390 WONDERLAND BLVD","REDDING","SHASTA","CA",96003,NA,"","MARTIN MARIETTA MATERIALS INC","809750912","",327310,327,"Nonmetallic Mineral Product","CALPORTLAND REDDING CEMENT PLANT","15390 WONDERLAND BLVD","REDDING","CA",NA,"96003","YES","NO","NO","","NO","NO","NO","MEGHAN WAY",5308061569,1569,"MWAY@CALPORTLAND.COM",3241,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327310,NA,NA,NA,NA,NA,40.7369,-122.3223,153400544,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1994,3,146,NA,"INCLUDE"
2021,"VICE PRESIDENT OF MANUFACTURING","SHAILESH BAMBARDEKAR","92647CMBMN7601C","CAMBRO MANUFACTURING CO CLAY AVE. FACILITY","7601 CLAY AVE","HUNTINGTON BEACH","ORANGE","CA",92648,NA,"","CAMBRO MANUFACTURING CO","8347437","CAMBRO MANUFACTURING CO",110000783448,"CAMBRO MANUFACTURING CO CLAY AVE. FACILITY","7601 CLAY AVE","HUNTINGTON BEACH","ORANGE","CA",92648,NA,"","CAMBRO MANUFACTURING CO","8347437","CAMBRO MANUFACTURING CO",326199,326,"Plastics and Rubber","CAMBRO MANUFACTURING CO CLAY AVE. FACILITY","5801 SKYLAB RD.","HUNTINGTON BEACH","CA",NA,"92647","YES","NO","NO","","NO","NO","NO","CHRISTOPHER J. BARTH, P. E.",7142304226,NA,"CBARTH@CAMBRO.COM",3089,NA,NA,NA,NA,NA,326,"Plastics and Rubber",326199,NA,NA,NA,NA,NA,33.68299,-117.9966,8347437,NA,"CAD981372477","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,2,64,NA,"INCLUDE"
2021,"VICE PRESIDENT OF MANUFACTURING","SHAILESH BAMBARDEKAR","9264WCMBRM581SK","CAMBRO MANUFACTURING CO SKYLAB RD. FACILITY","5801 SKYLAB RD.","HUNTINGTON BEACH","ORANGE","CA",92647,NA,"","CAMBRO MANUFACTURING CO","8347437","CAMBRO MANUFACTURING CO",110033625977,"CAMBRO MANUFACTURING CO SKYLAB RD. FACILITY","5801 SKYLAB RD.","HUNTINGTON BEACH","ORANGE","CA",92647,NA,"","CAMBRO MANUFACTURING CO","8347437","CAMBRO MANUFACTURING CO",326199,326,"Plastics and Rubber","CAMBRO MANUFACTURING CO SKYLAB RD. FACILITY","5801 SKYLAB RD.","HUNTINGTON BEACH","CA",NA,"92647","YES","NO","NO","","NO","NO","NO","CHRISTOPHER J. BARTH, P. E.",7142304226,NA,"CBARTH@CAMBRO.COM",NA,NA,NA,NA,NA,NA,326,"Plastics and Rubber",326199,NA,NA,NA,NA,NA,33.7484,-118.02769,8347437,NA,"CAR000190066","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2008,1,14,NA,"INCLUDE"
2021,"","EVAN BRAZILLE","9600WCPTVR6856L","CAPTIVEAIRE SYSTEMS INC","6856 LOCKHEED DR","REDDING","SHASTA","CA",96002,NA,"","","","",110071284167,"CAPTIVEAIRE SYSTEMS INC","6856 LOCKHEED DR","REDDING","SHASTA","CA",96002,NA,"","","","",332322,332,"Fabricated Metals","CAPTIVEAIRE SYSTEMS INC","4031 TULL AVE","MUSKOGEE","OK",NA,"74403","YES","NO","NO","","NO","NO","NO","EVAN BRAZILLE",8777793331,5035,"EVAN.BRAZILLE@CAPTIVEAIRE.COM",NA,NA,NA,NA,NA,NA,332,"Fabricated Metals",332322,NA,NA,NA,NA,NA,40.503373,-122.303512,95114997,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2021,4,4,NA,"INCLUDE"
2021,"DIRECTOR, OPERATIONS & SUPPLY CHAIN","EDMUND ENRIQUEZ","90723CRLTN7743E","CARLTON FORGE WORKS","7743 E ADAMS ST","PARAMOUNT","LOS ANGELES","CA",90723,NA,"","BERKSHIRE HATHAWAY INC","1024314","BERKSHIRE HATHAWAY INC",110000475904,"CARLTON FORGE WORKS","7743 E ADAMS ST","PARAMOUNT","LOS ANGELES","CA",90723,NA,"","BERKSHIRE HATHAWAY INC","1024314","BERKSHIRE HATHAWAY INC",332112,332,"Fabricated Metals","CARLTON FORGE WORKS","7743 E ADAMS ST","PARAMOUNT","CA",NA,"90723","YES","NO","NO","","NO","NO","NO","LUC ONG",5626331131,NA,"LUC.ONG@CFWORKS.COM",3462,3463,NA,NA,NA,NA,332,"Fabricated Metals",332112,332111,NA,NA,NA,NA,33.89479,-118.16474,8501058,NA,"CAD983580473","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1989,4,144,NA,"INCLUDE"
2021,"DIVISION MANAGER","FRANK VASICEK","92504RCRPN7809L","CARPENTER CO","7809 LINCOLN AVE","RIVERSIDE","RIVERSIDE","CA",92504,NA,"","CARPENTER CO","3109444","CARPENTER CO",110000479571,"","","","","",NA,NA,"","","","",NA,999,"Other","CARPENTER CO","7809 LINCOLN AVE","RIVERSIDE","CA",NA,"92504","YES","NO","NO","","NO","NO","NO","FRANK K. VASICEK",9513547550,200,"FRANK.VASICEK@CARPENTER.COM",3086,2297,NA,NA,NA,NA,326,"Plastics and Rubber",326150,NA,NA,NA,NA,NA,33.927306,-117.405358,96108725,NA,"CAD096108725","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,2,86,NA,"INCLUDE"
2021,"PRESIDENT","BRENT MAILLE","90248CSTRT515EA","CAST-RITE CORP","515 E AIRLINE WAY","GARDENA","LOS ANGELES","CA",90248,NA,"","","",NA,110000474530,"","","","","",NA,NA,"","","","",NA,999,"Other","CAST-RITE CORP","515 E AIRLINE WAY","GARDENA","CA",NA,"90248","YES","NO","NO","","NO","NO","NO","BRENT MAILLE",3105322080,NA,"BMAILLE@CAST-RITE.COM",3363,NA,NA,NA,NA,NA,331,"Primary Metals",331523,NA,NA,NA,NA,NA,33.88749,-118.26744,43552660,NA,"CAD043552660","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1988,1,31,NA,"INCLUDE"
2021,"DIRECTOR OF ENV AFFAIRS - MATERIALS DIVISION","MATTHEW HINCK","90245CTLNP339SA","CATALINA PACIFIC CONCRETE CO EL SEGUNDO PLANT","339 S AVIATION BLVD","EL SEGUNDO","LOS ANGELES","CA",90245,NA,"","TAIHEIYO CEMENT USA INC","175418052","TAIHEIYO CEMENT USA INC",110020516618,"CATALINA PACIFIC CONCRETE CO EL SEGUNDO PLANT","339 S AVIATION BLVD","EL SEGUNDO","LOS ANGELES","CA",90245,NA,"","TAIHEIYO CEMENT USA INC","175418052","TAIHEIYO CEMENT USA INC",327320,327,"Nonmetallic Mineral Product","CATALINA PACIFIC CONCRETE CO EL SEGUNDO PLANT","2025 E FINANCIAL WAY","GLENDORA","CA",NA,"91741","YES","NO","NO","","NO","NO","NO","MATTHEW HINCK",2067643021,NA,"MHINCK@CALPORTLAND.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,33.91209,-118.3787,621961929,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2003,1,10,NA,"INCLUDE"
2021,"GENERAL MANAGER","ALAN JOHNSON","95330CBCST17ELU","CBC STEEL BUILDINGS LLC","1700 E LOUISE AVE","LATHROP","SAN JOAQUIN","CA",95330,NA,"","NUCOR CORP","3446796","NUCOR CORP",110037148770,"CBC STEEL BUILDINGS LLC","1700 E LOUISE AVE","LATHROP","SAN JOAQUIN","CA",95330,NA,"","NUCOR CORP","3446796","NUCOR CORP",332311,332,"Fabricated Metals","CBC STEEL BUILDINGS LLC","1700 E LOUISE AVE","LATHROP","CA",NA,"95330","YES","NO","NO","","NO","NO","NO","ALAN JOHNSON",2099830910,NA,"ALAN.JOHNSON@NUCOR.COM",3448,NA,NA,NA,NA,NA,332,"Fabricated Metals",332311,NA,NA,NA,NA,NA,37.81185,-121.27235,112718101,NA,"CAL000334781","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2002,2,56,NA,"INCLUDE"
2021,"EHS DIRECTOR","EVAN JENNINGS","91773NTNLC420EA","CCI INC.","420 E ARROW HWY","SAN DIMAS","LOS ANGELES","CA",91773,NA,"","KPS GLOBAL LLC","80100463","KPS GLOBAL LLC",110012701889,"CCI INC.","420 E ARROW HWY","SAN DIMAS","LOS ANGELES","CA",91773,NA,"","KPS GLOBAL LLC","80100463","KPS GLOBAL LLC",333415,333,"Machinery","CCI INC.","420 E ARROW HWY","SAN DIMAS","CA",NA,"91773","YES","NO","NO","","NO","NO","NO","EDWARD MARQUEZ",9096932941,NA,"EDWARD.MARQUEZ@KPSGLOBAL.COM",3448,NA,NA,NA,NA,NA,333,"Machinery",333415,NA,NA,NA,NA,NA,34.10242,-117.80011,780388695,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2001,1,18,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","95901CMXMR6124A","CEMEX - MARYSVILLE","6124 AVONDALE RD","MARYSVILLE","YUBA","CA",95901,NA,"","CEMEX","189840945","",110025334145,"CEMEX - MARYSVILLE","6124 AVONDALE RD","MARYSVILLE","YUBA","CA",95901,NA,"","CEMEX","189840945","",327320,327,"Nonmetallic Mineral Product","CEMEX - MARYSVILLE","5180 GOLDEN FOOTHILL PARKWAYSUITE 200","EL DORADO HILLS","CA",NA,"95762","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312779099,NA,"ERINM.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,39.12949,-121.57206,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,1,4,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","90222CMXCN2722N","CEMEX COMPTON PLANT","2722 N ALAMEDA ST","COMPTON","LOS ANGELES","CA",90222,NA,"","CEMEX INC","189840945","CEMEX INC",110018988657,"CEMEX COMPTON PLANT","2722 N ALAMEDA ST","COMPTON","LOS ANGELES","CA",90222,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX COMPTON PLANT","2365 IRON POINT ROAD STE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,33.91716,-118.22322,NA,NA,"CAD981624570","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,1,15,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","94520RMCPC3951L","CEMEX CONCORD","3951 LAURA ALICE WAY","CONCORD","CONTRA COSTA","CA",94520,NA,"","CEMEX INC","189840945","CEMEX INC",110022811625,"CEMEX CONCORD","3951 LAURA ALICE WAY","CONCORD","CONTRA COSTA","CA",94520,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX CONCORD","2365 IRON POINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,38.0055,-122.04754,NA,NA,"CAL000317870","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2004,1,19,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","91789CMXCN293CU","CEMEX CONSTRUCTION MATERIALS LP","20903 CURRIER RD","WALNUT","LOS ANGELES","CA",91789,NA,"","CEMEX INC","189840945","CEMEX INC",110025333128,"CEMEX CONSTRUCTION MATERIALS LP","20903 CURRIER RD","WALNUT","LOS ANGELES","CA",91789,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX CONSTRUCTION MATERIALS LP","2365 IRON POINT ROAD STE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,34.00826,-117.84903,NA,NA,"CAL000255763","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,1,6,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","93060CMXCN143SA","CEMEX CONSTRUCTION MATERIALS LP","1430 SANTA CLARA","SANTA PAULA","VENTURA","CA",93060,NA,"","CEMEX INC","189840945","CEMEX INC",110037147691,"CEMEX CONSTRUCTION MATERIALS LP","1430 SANTA CLARA","SANTA PAULA","VENTURA","CA",93060,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX CONSTRUCTION MATERIALS LP","2365 IRON POINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312779099,NA,"ERINM.LOZA@CEMEX.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,34.352307,-119.051992,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2007,1,5,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","9569WCMXCN189PA","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","1890 PARKWAY BLVD","WEST SACRAMENTO","YOLO","CA",95691,NA,"","CEMEX INC","189840945","CEMEX INC",110060257243,"CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","1890 PARKWAY BLVD","WEST SACRAMENTO","YOLO","CA",95691,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","3990 CONCOURS SUITE 200","ONTARIO","CA",NA,"91764","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,38.563169,-121.560137,NA,NA,"CAL000323244","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2013,1,9,NA,"INCLUDE"
2021,"PLANT MANAGER","LUIS LOPEZ","92392STHWSBLACK","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","16888 NORTH E STREET","VICTORVILLE","SAN BERNARDINO","CA",92394,NA,"","CEMEX USA","189840945","CEMEX INC",110000601171,"","","","","",NA,NA,"","","","",NA,999,"Other","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","16888 NORTH E STREET","VICTORVILLE","CA",NA,"92394","YES","NO","NO","","NO","NO","NO","ALEJANDRA SILVA",7603817649,NA,"ALEJANDRAV.SILVA@CEMEX.COM",3241,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327310,NA,NA,NA,NA,NA,34.5534,-117.3031,NA,NA,"CAD008236887","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,1987,6,148,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","9453WCMXCN161CE","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","1601 CEMENT HILL ROAD","FAIRFIELD","SOLANO","CA",94533,NA,"","CEMEX INC","189840945","CEMEX INC",110039204946,"CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","1601 CEMENT HILL ROAD","FAIRFIELD","SOLANO","CA",94533,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC","2365 IRON PINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,38.28262,-121.99716,NA,NA,"CAL000338355","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2008,1,14,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","9458WCMXCN9WHIP","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC - UNION CITY PLANT","900 WHIPPLE ROAD","UNION CITY","ALAMEDA","CA",94587,NA,"","CEMEX INC","189840945","CEMEX INC",110060257662,"CEMEX CONSTRUCTION MATERIALS PACIFIC LLC - UNION CITY PLANT","900 WHIPPLE ROAD","UNION CITY","ALAMEDA","CA",94587,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX CONSTRUCTION MATERIALS PACIFIC LLC - UNION CITY PLANT","2365 IRON POINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,37.60597,-122.03021,NA,NA,"CAL000317914","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2013,1,9,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","9582WCMXCN869JA","CEMEX CONSTRUCTION MATERIALS PERKINS RM TEICHERT","8609 JACKSON RD","SACRAMENTO","SACRAMENTO","CA",95826,NA,"","CEMEX INC","189840945","CEMEX INC",110070814260,"CEMEX CONSTRUCTION MATERIALS PERKINS RM TEICHERT","8609 JACKSON RD","SACRAMENTO","SACRAMENTO","CA",95826,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX CONSTRUCTION MATERIALS PERKINS RM TEICHERT","2365 IRON POINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,38.542626,-121.38293,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2019,1,3,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","92025PLMRT849WW","CEMEX ESCONDIDO PLANT DBA PALOMAR TRANSIT MIX","849 W WASHINGTON AVE","ESCONDIDO","SAN DIEGO","CA",92025,NA,"","CEMEX INC","189840945","CEMEX INC",110013286247,"CEMEX ESCONDIDO PLANT DBA PALOMAR TRANSIT MIX","849 W WASHINGTON AVE","ESCONDIDO","SAN DIEGO","CA",92025,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX ESCONDIDO PLANT DBA PALOMAR TRANSIT MIX","2365 IRON POINT ROAD STE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,33.12328,-117.09571,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2001,1,21,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","93223CMXRD532TE","CEMEX FARMERSVILLE PLANT","532 TERRY AVE","FARMERSVILLE","TULARE","CA",93223,NA,"","CEMEX INC","189840945","CEMEX INC",110025333501,"CEMEX FARMERSVILLE PLANT","532 TERRY AVE","FARMERSVILLE","TULARE","CA",93223,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX FARMERSVILLE PLANT","2365 IRON POINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312779099,NA,"ERIN.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,36.317973,-119.214679,NA,NA,"CAL000301973","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,2,29,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","92335CMXFN1322S","CEMEX FONTANA PLANT","13220 SANTA ANA AVE","FONTANA","SAN BERNARDINO","CA",92337,NA,"","CEMEX INC","189840945","CEMEX INC",110022812072,"CEMEX FONTANA PLANT","13220 SANTA ANA AVE","FONTANA","SAN BERNARDINO","CA",92337,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX FONTANA PLANT","2365 IRON POINT ROAD STE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,34.055363,-117.518416,NA,NA,"CAD982483646","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2004,2,20,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","93725CMXCN3477S","CEMEX FRESNO PLANT","3477 S CHESTNUT","FRESNO","FRESNO","CA",93725,NA,"","CEMEX INC","189840945","CEMEX INC",110037148388,"CEMEX FRESNO PLANT","3477 S CHESTNUT","FRESNO","FRESNO","CA",93725,NA,"","CEMEX INC","189840945","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX FRESNO PLANT","2365 IRON POINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",NA,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,36.68441,-119.73681,NA,NA,"CAL000301980","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2007,2,27,NA,"INCLUDE"
2021,"ENVIRONMENTAL MANAGER","ERIN LOZA","93626CMXRD13475","CEMEX FRIANT","13475 N FRIANT RD","FRIANT","FRESNO","CA",93626,NA,"","CEMEX INC","49084403","CEMEX INC",110025333583,"CEMEX FRIANT","13475 N FRIANT RD","FRIANT","FRESNO","CA",93626,NA,"","CEMEX INC","49084403","CEMEX INC",327320,327,"Nonmetallic Mineral Product","CEMEX FRIANT","2365 IRON POINT ROAD SUITE 120","FOLSOM","CA",NA,"95630","YES","NO","NO","","NO","NO","NO","ERIN LOZA",8312279099,NA,"ERINM.LOZA@CEMEX.COM",3273,NA,NA,NA,NA,NA,327,"Nonmetallic Mineral Product",327320,NA,NA,NA,NA,NA,36.92924,-119.73133,NA,NA,"CAL000301977","","","","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,2021,2005,1,8,NA,"INCLUDE"
