OBJECTID,HUC12,Name,BioAqRankSW,BioAqSumSW,NtvAqRankSW,NtvAqSumSW,RarAqRankSW,RarAqSumSW,RwiAqRankSW,RwiAqMaxSW,NtvFish,NtvAqInvt,NtvAqAmph,NtvAqRept,RarFish,RarAqAmph,RarAqRept,RwiAqFishSWNorm,RwiAqAmphSWNorm,RwiAqReptSWNorm,Shape_Length,Shape_Area
704,1.806E+11,Salsipuedes Creek,5,0.446977,5,0.647048,5,0.433962,5,0.093895473,9,0,8,5,1,3,1,0.004273504,0.093895473,0.01658986,43449.89886,64268396.43
705,1.805E+11,Anderson Lake-Coyote Creek,5,0.36128,4,0.523364,4,0.377358,4,0.048923697,6,19,5,4,0,3,1,0,0.048923701,0.01658986,62631.80879,104897904.8
706,1.805E+11,Lower Arroyo Mocho,5,0.398312,5,0.620706,4,0.377358,4,0.048923697,7,28,7,4,0,3,1,0,0.048923701,0.01658986,88786.36179,131898910.9
707,1.804E+11,Lower Kellogg Creek,5,0.450351,5,0.728453,5,0.415094,4,0.040228046,16,15,6,5,2,2,1,0.00756861,0.04022805,0.01658986,61031.18903,93026401.17
708,1.804E+11,South Mokelumne River-Mokelumne River,5,0.518289,5,0.601385,5,0.584906,5,0.176061764,21,20,3,3,5,0,2,0.046837531,0,0.176061794,63350.13605,108452585.8
709,1.804E+11,Middle River-San Joaquin River,5,0.503904,5,0.563573,5,0.584906,5,0.176061764,23,0,3,3,5,0,2,0.046837531,0,0.176061794,199286.3145,98633550.2
710,1.80202E+11,Durham Slough-Butte Creek,5,0.432187,5,0.655802,4,0.320755,5,0.159471914,15,42,3,4,3,0,1,0.00990572,0,0.159471899,57484.38319,77509913.83
711,1.80202E+11,Dry Creek,5,0.424658,5,0.785483,4,0.301887,3,0.028868558,11,62,5,5,0,2,1,0,0.02886856,0.01658986,82670.56864,148540012.3
712,1.802E+11,Town of Burney-Burney Creek,3,0.181288,4,0.476526,0,0,0,0,3,34,3,4,0,0,0,0,0,0,47884.89844,94952672.13
713,1.802E+11,Soldier Creek-Pit River,5,0.417036,5,0.580827,4,0.377358,5,0.138019249,13,0,6,4,4,0,1,0.138019204,0,0.01658986,61300.80499,59972897.53
714,1.802E+11,Eiler Gulch,2,0.15089,3,0.396623,0,0,0,0,3,0,4,4,0,0,0,0,0,0,52085.89983,111926618
715,1.802E+11,Sand Flat Well,2,0.136253,3,0.35815,0,0,0,0,0,0,4,4,0,0,0,0,0,0,94157.61869,179280604.9
716,1.802E+11,White Deer Lake,3,0.159866,2,0.324573,1,0.075472,3,0.020172907,0,0,5,3,0,1,0,0,0.020172911,0,66008.52441,141122146.7
717,1.802E+11,Medicine Lake,2,0.078771,2,0.207055,0,0,0,0,0,0,3,2,0,0,0,0,0,0,39148.85487,53468559.31
718,1.80102E+11,180102041405-Lower Klamath Lake,3,0.223911,3,0.345558,3,0.226415,2,0.016589861,6,0,3,3,0,1,1,0,0,0.01658986,40036.23863,79444214.48
719,1.806E+11,North Fork San Antonio River,5,0.360783,5,0.637757,4,0.301887,1,0.008695652,2,43,6,5,0,2,1,0,0.008695652,0,37760.63992,54129974.87
720,1.806E+11,Headwaters San Antonio River,4,0.283167,4,0.501316,3,0.226415,2,0.016589861,2,0,6,5,0,1,1,0,0.008695652,0.01658986,39707.38822,50115649.13
721,1.806E+11,Vaqueros Creek,5,0.368452,5,0.593418,4,0.358491,2,0.016589861,7,0,7,5,1,2,1,0.004273504,0.01449275,0.01658986,43024.15626,57673699.77
722,1.806E+11,Limekiln Creek-Salinas River,4,0.284908,5,0.591087,2,0.132075,3,0.025735296,9,0,6,5,1,1,0,0.004273504,0.0257353,0,57631.24569,107473957.2
723,1.806E+11,Bird Creek-San Benito River,5,0.478495,5,0.679223,5,0.509434,4,0.06909661,8,23,7,5,1,4,1,0.004273504,0.06909661,0.01658986,88994.27672,132502996.4
724,1.806E+11,South Fork Pacheco Creek,5,0.339829,4,0.494542,4,0.358491,4,0.040228046,4,18,5,4,1,2,1,0.004273504,0.04022805,0.01658986,53265.99071,72292447.41
725,1.804E+11,Robinson Creek-South Fork Orestimba Creek,4,0.259748,3,0.439759,3,0.226415,2,0.016589861,2,0,6,4,0,1,1,0,0.008695652,0.01658986,47929.852,98718043.68
726,1.804E+11,Lower Del Puerto Creek,5,0.428771,5,0.739691,4,0.358491,3,0.028868558,5,63,6,5,1,2,1,0.001886792,0.02886856,0.01658986,79564.60239,97734285.15
727,1.804E+11,Garzas Creek,5,0.337524,4,0.501316,3,0.226415,5,0.159471914,2,0,6,5,0,1,1,0,0.020172911,0.159471899,101916.3977,145377486.5
728,1.804E+11,Kern Canyon-San Joaquin River,5,0.369825,5,0.725148,3,0.226415,3,0.020544015,15,18,6,5,4,0,0,0.020544009,0,0,64019.06696,124930128.2
729,1.804E+11,McDonald Island-Hayes Slough,5,0.446198,4,0.525099,5,0.471698,5,0.176061764,20,0,3,3,3,0,2,0.038818609,0,0.176061794,54381.11176,78894213.85
730,1.804E+11,Union Island,3,0.240836,4,0.512275,1,0.113208,1,0.00756861,19,0,3,3,2,0,0,0.00756861,0,0,54126.00872,103035687.3
731,1.804E+11,Sycamore Slough,5,0.486272,5,0.573832,5,0.528302,5,0.176061764,19,0,3,4,4,0,2,0.056060001,0,0.176061794,66572.67932,85879598.01
732,1.804E+11,Mosher Creek,3,0.225771,4,0.534962,1,0.056604,1,0.001886792,13,12,3,4,1,0,0,0.001886792,0,0,72727.94454,59855832.63
733,1.804E+11,McLeod Lake-Mormon Slough,5,0.456116,5,0.588904,5,0.433962,5,0.176061764,13,29,3,4,1,1,2,0.001886792,0.0257353,0.176061794,72740.10824,63216858.23
734,1.804E+11,Lower Bear Creek,5,0.353696,4,0.525311,4,0.358491,4,0.045908201,12,13,3,4,1,2,1,0.001886792,0.045908201,0.01658986,108212.9646,99045032.95
735,1.804E+11,Liberty Cemetary-Dry Creek,4,0.301896,4,0.522535,3,0.245283,3,0.025735296,15,0,3,4,3,1,0,0.00990572,0.0257353,0,66766.34689,51259147.3
736,1.80202E+11,Lower Morrison Creek,5,0.433346,4,0.547919,5,0.415094,5,0.176061764,15,8,3,4,2,0,2,0.00756861,0,0.176061794,45952.05549,42020313.72
737,1.80202E+11,Curry Creek,3,0.183268,4,0.48173,0,0,0,0,14,0,2,4,0,0,0,0,0,0,41871.59784,43421974.26
738,1.80202E+11,Wyandotte Creek,4,0.316908,5,0.586423,3,0.226415,3,0.020172907,13,0,4,5,0,1,1,0,0.020172911,0.01658986,56082.76891,83058229.54
739,1.80202E+11,Hutchinson Creek,4,0.272196,4,0.54795,2,0.150943,2,0.016589861,10,0,4,5,0,0,1,0,0,0.01658986,65415.85293,79259703.18
740,1.80201E+11,Dark Canyon-West Branch Feather River,4,0.247757,5,0.567077,1,0.075472,1,0.008695652,5,28,6,4,0,1,0,0,0.008695652,0,54029.98517,65598595.14
741,1.80202E+11,Rocky Honcut Creek,3,0.193824,4,0.509477,0,0,0,0,7,0,4,5,0,0,0,0,0,0,35080.27805,43554213.87
742,1.80201E+11,Last Chance Creek-West Branch Feather River,4,0.261011,4,0.506213,2,0.150943,3,0.028925616,5,0,7,4,0,2,0,0,0.02892562,0,52016.781,117923867
743,1.802E+11,Headwaters Hat Creek,3,0.185368,3,0.411779,1,0.075472,0,0,2,0,5,4,0,1,0,0,0,0,50997.61725,71046160.82
744,1.80201E+11,Benner Creek,2,0.13235,3,0.34789,0,0,0,0,4,0,4,3,0,0,0,0,0,0,45767.77659,48658305.5
745,1.802E+11,Grays Flat,2,0.107069,2,0.281437,0,0,0,0,1,0,3,3,0,0,0,0,0,0,50480.69224,92225499.57
746,1.802E+11,Upper Beaver Creek,2,0.124721,2,0.327837,0,0,0,0,2,0,2,4,0,0,0,0,0,0,51245.97272,126329120.9
747,1.80102E+11,Robinson Flat-Tule Lake,4,0.257127,3,0.371207,2,0.169811,5,0.134855747,8,0,3,3,3,0,0,0.134855703,0,0,67585.03105,156845206.6
748,1.80102E+11,Mills Creek-Tule Lake Valley,3,0.178034,2,0.31991,1,0.113208,4,0.034855772,4,0,3,3,2,0,0,0.034855772,0,0,58388.73781,124001605.4
749,1.806E+11,Perry Creek,5,0.354552,4,0.550282,4,0.358491,3,0.023188403,8,0,5,5,1,2,1,0.004273504,0.023188399,0.01658986,38066.22269,59375679.63
750,1.806E+11,Little Burnett Creek,3,0.190719,4,0.501316,0,0,0,0,2,0,6,5,0,0,0,0,0,0,49509.95321,64142688.65
751,1.806E+11,Quinado Canyon,3,0.232899,4,0.444656,2,0.150943,2,0.016589861,5,0,7,3,0,0,1,0,0,0.01658986,49774.29997,80398636.83
752,1.806E+11,Garrissere Canyon-Salinas River,4,0.248053,5,0.591144,1,0.056604,1,0.004273504,9,30,7,3,1,0,0,0.004273504,0,0,71865.88281,125436426.4
753,1.806E+11,Long Valley,3,0.160647,3,0.422271,0,0,0,0,5,0,4,4,0,0,0,0,0,0,58885.15349,79018078.37
754,1.806E+11,Quien Sabe Creek,3,0.179187,4,0.471004,0,0,0,0,4,0,4,5,0,0,0,0,0,0,62305.83519,132205064.1
755,1.804E+11,Town of Riverdale Park-Tuolumne River,5,0.378598,5,0.571902,4,0.377358,4,0.045908201,14,39,3,3,4,2,0,0.020544009,0.045908201,0,46192.19575,77360623.41
756,1.80401E+11,Lower Lone Tree Creek,3,0.228185,4,0.541308,1,0.056604,1,0.001886792,13,14,3,4,1,0,0,0.001886792,0,0,115331.4953,142582098
757,1.804E+11,Turlock Lake,4,0.283573,3,0.435329,3,0.264151,4,0.045908201,13,0,3,3,2,2,0,0.01252509,0.045908201,0,155414.3413,202726136
758,1.804E+11,Paddy Creek,3,0.222657,4,0.484061,1,0.075472,3,0.025735296,12,0,3,4,0,1,0,0,0.0257353,0,44038.04116,73481326.77
759,1.804E+11,Town of Peters,3,0.206407,4,0.484061,1,0.056604,1,0.001886792,12,0,3,4,1,0,0,0.001886792,0,0,44647.13341,53370289
760,1.80401E+11,Town of Cometa,3,0.179276,4,0.471237,0,0,0,0,11,0,3,4,0,0,0,0,0,0,51141.22917,78465503.11
761,1.804E+11,Hadselville Creek,5,0.394696,4,0.484061,4,0.377359,5,0.176061764,12,0,3,4,0,1,2,0,0.0257353,0.176061794,49745.08247,51037596.35
762,1.80201E+11,Indian Creek-Weber Creek,4,0.303833,4,0.473569,4,0.301887,3,0.023188403,9,0,4,4,0,2,1,0,0.023188399,0.01658986,87896.98802,152085333.8
763,1.80201E+11,Squirrel Creek,3,0.236395,4,0.53721,1,0.075472,1,0.008695652,6,41,3,4,0,1,0,0,0.008695652,0,49898.36106,64259279.42
764,1.80201E+11,Silver Creek-Spanish Creek,5,0.351104,4,0.474102,4,0.377358,4,0.071437724,3,35,5,3,0,3,1,0,0.071437716,0.01658986,46475.87641,74698676.65
765,1.80201E+11,Washington Creek-Middle Fork Feather River,3,0.188676,3,0.411779,1,0.075472,1,0.008695652,2,0,5,4,0,1,0,0,0.008695652,0,32315.24656,51133369.46
766,1.80201E+11,Almanor Peninsula-Frontal Lake Almanor,2,0.142995,3,0.37587,0,0,0,0,4,0,5,3,0,0,0,0,0,0,78450.68107,55305080.2
767,1.80201E+11,Goodrich Creek-Frontal Mountain Meadows Reservoir,3,0.185363,4,0.487239,0,0,0,0,2,52,4,3,0,0,0,0,0,0,51789.24711,113639607
768,1.80201E+11,Hough Creek-Indian Creek,4,0.259794,4,0.515352,2,0.150943,2,0.016589861,3,48,5,3,0,0,1,0,0,0.01658986,66989.28475,137582720.5
769,1.808E+11,Bridge Creek,2,0.116826,2,0.307085,0,0,0,0,3,0,3,3,0,0,0,0,0,0,43680.24697,63453527.9
770,1.802E+11,Davis Creek,2,0.119842,2,0.315013,0,0,0,0,1,0,2,4,0,0,0,0,0,0,52583.66671,92906950.19
771,1.802E+11,Barber Canyon-Ash Creek,4,0.284062,4,0.476626,3,0.207547,4,0.0625,9,38,2,3,1,0,1,0.0625,0,0.01658986,90338.92298,80633131.75
772,1.80102E+11,Spaulding Reservoir,2,0.091545,2,0.240632,0,0,0,0,0,0,2,3,0,0,0,0,0,0,66906.82948,111151925
773,1.802E+11,Lower Turner Creek,3,0.231365,4,0.489054,1,0.056604,4,0.0625,7,50,2,3,1,0,0,0.0625,0,0,41526.27403,45065211.52
774,1.802E+11,Blacks Canyon,2,0.106182,2,0.279105,0,0,0,0,3,0,2,3,0,0,0,0,0,0,65935.60317,92130752.18
775,1.806E+11,Meadow Creek-Frontal Pacific Ocean,5,0.440438,5,0.591087,5,0.54717,3,0.019461975,9,0,6,5,3,1,2,0.019461971,0.01449275,0.01658986,147557.1831,104705093.3
776,1.806E+11,Upper San Luis Obispo Creek,5,0.45197,5,0.730881,5,0.433962,3,0.023188403,6,65,5,5,1,3,1,0.004273504,0.023188399,0.01658986,37332.23324,63263780.35
777,1.806E+11,Lower Big Sandy Creek,2,0.13235,3,0.34789,0,0,0,0,4,0,4,3,0,0,0,0,0,0,59955.46125,91920423.39
778,1.806E+11,Bridge Canyon-Salinas River,4,0.264106,3,0.391027,3,0.283019,3,0.020172907,3,0,6,3,1,1,1,0.004273504,0.020172911,0.01658986,48876.81001,42794434.57
779,1.806E+11,Lower Huerhuero Creek,3,0.201803,3,0.378202,2,0.132075,3,0.020172907,2,0,6,3,1,1,0,0.004273504,0.020172911,0,61069.11382,63331257.02
780,1.806E+11,Upper Lewis Creek,3,0.220391,3,0.411779,2,0.150943,2,0.016589861,2,0,5,4,0,0,1,0,0,0.01658986,36172.62854,44411734.75
781,1.804E+11,Clough Canyon-Panoche Creek,3,0.204868,3,0.370974,2,0.150943,2,0.016589861,1,0,4,4,0,0,1,0,0,0.01658986,51794.16338,71775942.88
782,1.804E+11,South Fork Little Panoche Creek,3,0.156216,2,0.309417,1,0.075472,3,0.025735296,1,0,4,3,0,1,0,0,0.0257353,0,31662.49688,40521203.63
783,1.804E+11,Lower Poso Slough-Salt Slough,4,0.318219,4,0.469439,3,0.207547,5,0.159471914,7,35,3,3,1,0,1,0.001886792,0,0.159471899,121031.5646,161275695.8
784,1.804E+11,Black Rascal Creek-Bear Creek,3,0.232269,3,0.358383,3,0.226415,3,0.025735296,7,0,3,3,0,1,1,0,0.0257353,0.01658986,80162.04721,72807458.33
785,1.804E+11,1.80E+11,3,0.230746,3,0.40968,2,0.150943,4,0.045908201,11,0,3,3,0,2,0,0,0.045908201,0,36749.83611,39866889.32
786,1.80401E+11,Shirley Creek,4,0.262487,5,0.588755,1,0.075472,3,0.025735296,11,0,5,5,0,1,0,0,0.0257353,0,38022.78203,39683219.27
787,1.80401E+11,Peachys Creek-Littlejohns Creek,4,0.325286,5,0.601579,3,0.207547,4,0.045908201,12,0,5,5,1,2,0,0.001886792,0.045908201,0,64867.61252,95363790.67
788,1.804E+11,Middle Jackson Creek,3,0.208192,4,0.463076,1,0.075472,1,0.008695652,6,0,5,4,0,1,0,0,0.008695652,0,44474.90631,59882819.73
789,1.804E+11,Rich Gulch-North Fork Calaveras River,3,0.155769,3,0.409447,0,0,0,0,4,0,4,4,0,0,0,0,0,0,62471.63093,55420519.63
790,1.804E+11,South Fork Dry Creek,3,0.155769,3,0.409447,0,0,0,0,4,0,4,4,0,0,0,0,0,0,48847.83763,50110983.01
791,1.804E+11,Slate Creek-South Fork Cosumnes River,3,0.154881,3,0.407115,0,0,0,0,6,0,3,4,0,0,0,0,0,0,82690.41815,73558932.16
792,1.80201E+11,Volcano Canyon-Middle Fork American River,4,0.291565,4,0.44792,4,0.301887,2,0.016589861,7,0,4,4,0,2,1,0,0.008695652,0.01658986,71417.79136,87199013.14
793,1.80201E+11,Secret Canyon-North Fork Middle Fork American River,2,0.136253,3,0.35815,0,0,0,0,0,0,4,4,0,0,0,0,0,0,42072.8518,98506925.62
794,1.80201E+11,East Fork Creek-Middle Yuba River,3,0.172314,3,0.38613,1,0.056604,1,0.01020408,0,0,5,4,1,0,0,0.01020408,0,0,49938.93156,99912217.41
795,1.80201E+11,Jackson Creek-Middle Fork Feather River,3,0.168941,2,0.26628,1,0.113208,4,0.064583354,2,0,2,3,2,0,0,0.064583354,0,0,32074.36879,40801768.05
796,1.80201E+11,Lone Rock Creek-Indian Creek,3,0.193241,2,0.294261,2,0.150943,4,0.06274204,2,0,3,3,0,2,0,0,0.06274204,0,49838.50507,88237896.98
797,1.80201E+11,Poison Creek-Last Chance Creek,2,0.150356,3,0.395221,0,0,0,0,2,23,4,3,0,0,0,0,0,0,56577.12861,96325116.13
798,1.808E+11,Merrill Creek-Frontal Eagle Lake,3,0.217535,2,0.291929,1,0.113208,5,0.166666657,4,0,2,3,2,0,0,0.166666701,0,0,88185.75989,122522890.9
799,1.802E+11,Holbrook Canyon,2,0.106182,2,0.279105,0,0,0,0,3,0,2,3,0,0,0,0,0,0,42835.38309,61650997.03
800,1.80102E+11,Fairchild Swamp,2,0.106182,2,0.279105,0,0,0,0,3,0,2,3,0,0,0,0,0,0,57384.43419,74920989.36
801,1.806E+11,Lower Orcutt Creek,5,0.345727,4,0.471004,4,0.377358,4,0.060400952,4,0,4,5,0,3,1,0,0.060400952,0.01658986,55155.06804,77636017.52
802,1.806E+11,Santa Rita Valley,4,0.309837,4,0.471004,3,0.283019,4,0.060400952,4,0,4,5,1,3,0,0.006024095,0.060400952,0,34788.08579,45285839.92
803,1.806E+11,Upper San Antonio Creek,5,0.362462,5,0.609332,3,0.283019,4,0.060400952,3,30,6,5,1,3,0,0.021739131,0.060400952,0,58577.82086,122134328
804,1.806E+11,Carrie Creek,2,0.139003,3,0.365378,0,0,0,0,1,0,6,3,0,0,0,0,0,0,43809.09711,51089810.12
805,1.806E+11,Rinconada Creek,3,0.241209,3,0.391027,3,0.226415,2,0.016589861,3,0,6,3,0,1,1,0,0.01449275,0.01658986,37115.94333,40933642.77
806,1.806E+11,East Branch Huerhuero Creek,3,0.216403,2,0.322241,3,0.226415,3,0.020172907,2,0,4,3,0,1,1,0,0.020172911,0.01658986,41607.20106,40966414.32
807,1.806E+11,Pine Creek-Estrella River,3,0.186328,2,0.322241,2,0.150943,2,0.016589861,2,0,4,3,0,0,1,0,0,0.01658986,77439.16264,91508459.78
808,1.806E+11,Upper Cholame Creek,3,0.197482,2,0.322241,2,0.150943,4,0.045908201,2,0,4,3,0,2,0,0,0.045908201,0,56535.78218,106583415.9
809,1.806E+11,Cottonwood Creek,2,0.122592,2,0.322241,0,0,0,0,2,0,4,3,0,0,0,0,0,0,40222.88434,56777175.58
810,1.803E+11,Middle Los Gatos Creek,3,0.239346,3,0.38613,3,0.226415,2,0.016589861,0,0,5,4,0,1,1,0,0.008695652,0.01658986,61070.45236,133057760.5
811,1.803E+11,Lower Warthan Creek,3,0.215305,3,0.38613,2,0.150943,3,0.028868558,0,0,5,4,0,2,0,0,0.02886856,0,52754.45117,66680706.47
812,1.806E+11,Little Cholame Creek,3,0.21504,2,0.322241,3,0.226415,2,0.016589861,2,0,4,3,0,1,1,0,0.01449275,0.01658986,58917.05401,105821338.6
813,1.803E+11,Lower Jacalitos Creek,2,0.123479,2,0.324573,0,0,0,0,0,0,5,3,0,0,0,0,0,0,44399.32332,65319931.77
814,1.803E+11,Arroyo Ciervo,2,0.127471,3,0.335066,0,0,0,0,3,0,4,3,0,0,0,0,0,0,46071.60619,51548191.59
815,1.804E+11,Ash Slough-Fresno River,3,0.227886,3,0.345558,3,0.207547,4,0.045908201,6,0,3,3,1,2,0,0.001886792,0.045908201,0,117900.2679,270667575.9
816,1.804E+11,180400011801-Bear Creek,3,0.214674,4,0.463076,1,0.075472,3,0.025735296,6,0,5,4,0,1,0,0,0.0257353,0,68814.47471,38751938.28
817,1.804E+11,Ingalsbe Slough-Merced River,5,0.545107,5,0.66073,5,0.584906,5,0.187210694,13,34,5,4,5,2,1,0.187210694,0.04022805,0.01658986,86948.27732,145908003.4
818,1.804E+11,Upper Dry Creek,4,0.268204,4,0.537457,2,0.150943,2,0.016589861,7,0,5,5,0,0,1,0,0,0.01658986,52227.21718,84439004.76
819,1.804E+11,Angels Creek,3,0.208192,4,0.463076,1,0.075472,1,0.008695652,6,0,5,4,0,1,0,0,0.008695652,0,77449.53367,104240435.2
820,1.804E+11,Peppermint Creek-Woods Creek,5,0.353231,4,0.507499,4,0.358491,4,0.0625,6,14,5,4,1,2,1,0.0625,0.023188399,0.01658986,79040.78153,100011886.1
821,1.804E+11,Lower South Fork Stanislaus River,4,0.295032,4,0.475901,3,0.283019,2,0.016589861,7,0,5,4,1,1,1,0.0106383,0.008695652,0.01658986,45959.11291,55674930.2
822,1.804E+11,Dry Meadow Creek-Middle Fork Stanislaus River,4,0.252608,4,0.44792,2,0.169811,4,0.046265211,7,0,4,4,3,0,0,0.046265211,0,0,74394.98775,118988200.2
823,1.804E+11,Sopiago Creek-Middle Fork Cosumnes River,5,0.383184,5,0.57775,4,0.377358,4,0.052114025,5,49,4,4,0,3,1,0,0.052114021,0.01658986,52092.5595,63491628.48
824,1.80201E+11,Dolly Creek-Middle Fork American River,3,0.177076,4,0.465456,0,0,0,0,0,25,5,4,0,0,0,0,0,0,75145.46629,151651336.2
825,1.80201E+11,Fordyce Creek,4,0.31804,3,0.35815,5,0.415094,4,0.06274204,0,0,4,4,2,2,1,0.019638039,0.06274204,0.01658986,73019.10441,138946844.9
826,1.60501E+11,Cold Stream-Little Truckee River,4,0.290523,4,0.531441,2,0.188679,4,0.043537416,6,48,2,4,2,1,0,0.043537419,0.02892562,0,50510.61681,45976803.5
827,1.80201E+11,Sierra Valley Channels,3,0.158082,3,0.415529,0,0,0,0,2,10,4,4,0,0,0,0,0,0,207603.1173,327055271.7
828,1.80201E+11,Willow Creek-Last Chance Creek,3,0.218591,4,0.490412,1,0.075472,1,0.008695652,2,53,4,3,0,1,0,0,0.008695652,0,65981.91301,139055491.2
829,1.80201E+11,Antelope Creek,3,0.154613,2,0.322241,1,0.075472,1,0.008695652,2,0,4,3,0,1,0,0,0.008695652,0,40743.83399,52583816.05
830,1.808E+11,Susan River Delta-Frontal Honey Lake,2,0.120818,2,0.317578,0,0,0,0,6,0,2,3,0,0,0,0,0,0,77079.38153,225800659.3
831,1.808E+11,Bill Reservoir Number 1,2,0.106182,2,0.279105,0,0,0,0,3,0,2,3,0,0,0,0,0,0,38164.28434,54120046.81
832,1.808E+11,Dry Creek,2,0.096424,2,0.253456,0,0,0,0,1,0,2,3,0,0,0,0,0,0,37368.00143,58126088.14
833,1.802E+11,Mill Creek,3,0.190563,4,0.500905,0,0,0,0,5,53,3,3,0,0,0,0,0,0,47990.08561,92105422.78
834,1.802E+11,Raker And Thomas Reservoirs,2,0.106182,2,0.279105,0,0,0,0,3,0,2,3,0,0,0,0,0,0,56429.06403,109257242.7
835,1.802E+11,Pine Creek,3,0.188098,4,0.494427,0,0,0,0,4,55,3,3,0,0,0,0,0,0,66678.29668,66181460.08
836,1.802E+11,Long Branch-Frontal Goose Lake,4,0.295054,3,0.330402,3,0.226415,5,0.21875,7,0,2,3,4,0,0,0.21875,0,0,75588.85841,158113763.2
837,1.806E+11,South Fork La Brea Creek,4,0.323183,3,0.398954,5,0.433962,2,0.016589861,1,0,5,4,1,1,2,0.006024095,0.01449275,0.01658986,50821.41771,81885046.85
838,1.806E+11,North Fork La Brea Creek,5,0.344473,4,0.454915,5,0.433962,2,0.016589861,1,0,7,4,1,1,2,0.006024095,0.01449275,0.01658986,64573.48506,124160179.4
839,1.806E+11,Carrizo Canyon,2,0.128358,3,0.337397,0,0,0,0,1,0,5,3,0,0,0,0,0,0,45608.40518,51431457.53
840,1.806E+11,Long Canyon-San Juan Creek,3,0.156818,2,0.322241,1,0.075472,2,0.01449275,2,0,4,3,0,1,0,0,0.01449275,0,77579.2575,145810825.2
841,1.803E+11,Salt Canyon,3,0.231707,2,0.322241,3,0.226415,4,0.060400952,2,0,4,3,0,3,0,0,0.060400952,0,58452.42602,71782251.04
842,1.803E+11,Lower Zapato Chino Creek,2,0.112835,2,0.296593,0,0,0,0,0,0,4,3,0,0,0,0,0,0,57201.8671,67695667.67
843,1.803E+11,Arroyo Doblegado,2,0.088529,2,0.232704,0,0,0,0,2,0,3,2,0,0,0,0,0,0,33032.91587,42675347.69
844,1.803E+11,Sandridge Canal,4,0.27339,3,0.332734,3,0.226415,5,0.159471914,5,0,3,3,0,1,1,0,0.020172911,0.159471899,60842.64958,70785164.48
845,1.804E+11,Lower Cottonwood Creek,2,0.126584,3,0.332734,0,0,0,0,5,0,3,3,0,0,0,0,0,0,67747.96402,92553324.13
846,1.804E+11,Corbet Creek-Bear Creek,3,0.240322,3,0.388695,3,0.226415,2,0.016589861,5,0,5,3,0,1,1,0,0.008695652,0.01658986,55460.94996,125063581.2
847,1.804E+11,Lower Middle Tuolumne River,4,0.297659,4,0.539409,3,0.226415,2,0.016589861,3,45,4,4,0,1,1,0,0.008695652,0.01658986,50475.94405,60351266.8
848,1.804E+11,Upper Clavey River,3,0.210758,4,0.449591,1,0.075472,3,0.028925616,0,20,5,4,0,1,0,0,0.02892562,0,60057.39604,126682951.1
849,1.804E+11,Cow Creek-Middle Fork Stanislaus River,3,0.196373,3,0.411779,1,0.075472,3,0.028925616,2,0,5,4,0,1,0,0,0.02892562,0,48891.52121,93057128.49
850,1.804E+11,Upper South Fork Stanislaus River,4,0.304452,3,0.398954,3,0.283019,5,0.118297614,1,0,5,4,1,3,0,0.002293578,0.118297599,0,57054.18635,114512764.4
851,1.80201E+11,North Tragedy Creek,2,0.136253,3,0.35815,0,0,0,0,0,0,4,4,0,0,0,0,0,0,31230.64482,45114904.84
852,1.80201E+11,Long Canyon-Silver Fork American River,5,0.349241,4,0.469206,4,0.377358,4,0.071437724,0,35,4,4,0,3,1,0,0.071437716,0.01658986,51073.52329,100044195.2
853,1.804E+11,Meadow Creek-North Fork Mokelumne River,4,0.276155,2,0.324573,3,0.283019,5,0.118297614,0,0,5,3,1,3,0,0.01020408,0.118297599,0,70085.12259,137018361.5
854,1.804E+11,Upper North Fork Stanislaus River,3,0.198686,3,0.41786,1,0.075472,3,0.028925616,0,10,5,4,0,1,0,0,0.02892562,0,52665.34437,112978882.4
855,1.60501E+11,Fallen Leaf Lake-Frontal Lake Tahoe,5,0.456458,5,0.571109,5,0.45283,5,0.175888047,8,63,3,3,4,3,0,0.175888002,0.08448118,0,42619.91019,81811747.97
856,1.60501E+11,Trout Creek-Truckee River,3,0.218578,4,0.470148,1,0.075472,3,0.028925616,8,40,2,3,0,1,0,0,0.02892562,0,58167.03185,50310262.47
857,1.60501E+11,Bronco Creek-Truckee River,3,0.21375,4,0.457456,1,0.075472,3,0.028925616,8,36,2,3,0,1,0,0,0.02892562,0,31128.9675,41413793.73
858,1.808E+11,Lower Dry Valley Creek,2,0.11106,2,0.291929,0,0,0,0,4,0,2,3,0,0,0,0,0,0,27868.23692,10952566.55
859,1.808E+11,Sheep Springs-Frontal Honey Lake,2,0.11106,2,0.291929,0,0,0,0,4,0,2,3,0,0,0,0,0,0,80708.37775,154274342.3
860,1.808E+11,Upper Cold Spring Creek,2,0.096424,2,0.253456,0,0,0,0,1,0,2,3,0,0,0,0,0,0,66473.20282,106906426.7
861,1.808E+11,Lower Cold Spring Creek-Madeline Plains,2,0.073005,2,0.191899,0,0,0,0,1,0,2,2,0,0,0,0,0,0,66008.99825,143267253.9
862,1.60402E+11,Headwaters Smoke Creek,2,0.091062,2,0.239363,0,0,0,0,0,19,2,2,0,0,0,0,0,0,58591.25655,129156107.6
863,1.808E+11,Lower Alkali Lake,2,0.068127,2,0.179075,0,0,0,0,0,0,2,2,0,0,0,0,0,0,42931.07622,52331156.75
864,1.808E+11,Soldier Creek-Frontal Upper Alkali Lake,2,0.107484,2,0.207055,1,0.075472,0,0,0,0,3,2,0,1,0,0,0,0,42977.74035,97290467.36
