OBJECTID,HUC12,Name,AqHabRank,AqHabSWNorm,AqHabTot,AnadHab,Riparian,Lakes,FreshWetld,MeadowFEW,Ponds,SeepSpring,VernalPool,SaltWetld,Shape_Length,Shape_Area
3842,1.81E+11,Fall Canyon,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,49409.34522,53034447.07
3843,1.81E+11,Titanothere Canyon,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,57174.55518,74534966.57
3844,1.81E+11,Red Wall Canyon,1,0.2,1,N,N,N,Y,Y,N,N,N,N,46276.0429,109309521.9
3845,1.81E+11,Lower San Vicente Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,36998.27682,48345440.11
3846,1.81E+11,Arroyo Seco Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,43989.45021,61248523.25
3847,1.81E+11,Lower Wilson Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,60304.61143,111509922.1
3848,1.81E+11,Indian Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,40405.56134,66783155.16
3849,1.81E+11,Twin Pines Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,34142.79177,47405397.1
3850,1.81E+11,Fish Creek-Santa Ana River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,53063.61159,109732531.5
3851,1.81E+11,Foster Well,1,0.2,1,N,N,N,Y,N,N,Y,N,N,77225.58061,143891027.6
3852,1.81E+11,Tyler Valley-Ericksen Dry Lake,2,0.4,2,N,N,Y,Y,N,N,Y,N,N,70321.49294,133931378.8
3853,1.81E+11,Black Butte-Troy Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,121361.5956,196268924.3
3854,1.81E+11,1.81E+11,2,0.4,2,N,N,Y,Y,N,Y,N,N,N,38534.56383,56935470.67
3855,1.81E+11,Nelson Lake,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,66907.84242,144537233.7
3856,1.81E+11,1.81E+11,1,0.2,1,N,N,N,Y,N,Y,N,N,N,39940.43956,63399627.08
3857,1.81E+11,1.81E+11,1,0.2,1,N,N,N,Y,Y,Y,N,N,N,45819.1973,77058038.93
3858,1.81E+11,Lower Anvil Spring Canyon,2,0.4,2,N,Y,Y,N,N,N,N,N,N,64519.89346,73032372.65
3859,1.81E+11,Morena Reservoir-Cottonwood Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,101805.2088,146784042.7
3860,1.81E+11,Descanso Creek-Sweetwater River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,68607.95455,114006092.4
3861,1.81E+11,Dan Price Creek-Santa Ysabel Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,55768.10895,83337649.88
3862,1.81E+11,Agua Caliente Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,57683.43154,126780512.8
3863,1.81E+11,Banner Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,51267.3206,55976831.08
3864,1.81E+11,Upper Coyote Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,48690.77555,54718220.16
3865,1.81E+11,Rattlesnake Spring-Rattlesnake Canyon,2,0.4,2,N,Y,N,Y,Y,N,Y,N,N,77666.88145,115370142.6
3866,1.81E+11,Red Hill,1,0.2,1,N,N,Y,N,N,N,N,N,N,62996.76578,141523126
3867,1.81E+11,Bitter Spring,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,75241.85169,123389563
3868,1.81E+11,Owl Lake,1,0.2,1,N,N,Y,N,N,N,N,N,N,67200.35783,108901543.3
3869,1.81E+11,Jubilee Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,40293.68212,58250468.7
3870,1.81E+11,Schwaub Peak,0,0,0,N,N,N,N,N,N,N,N,N,49707.80118,73970235.59
3871,1.81E+11,180902020705-Amargosa River,0,0,0,N,N,N,N,N,N,N,N,N,35242.92059,62232181.79
3872,1.81E+11,Tierra Del Sol,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,15997.5666,13007121.5
3873,1.81E+11,Canyon Sin Nombre-Carrizo Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,58196.56872,97303581.6
3874,1.81E+11,Halfhill Lake,2,0.4,2,N,Y,Y,N,N,N,N,N,N,36697.53118,41937957.5
3875,1.81E+11,Fault Wash-San Felipe Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,54380.13766,106814179.6
3876,1.81E+11,Upper Deep Canyon,1,0.2,1,N,Y,N,N,N,N,N,N,N,35195.67065,50166140.39
3877,1.81E+11,Bear Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,43063.5896,56455830.78
3878,1.81E+11,Black Rock Spring,0,0,0,N,N,N,N,N,N,N,N,N,42867.69343,48487492.38
3879,1.81E+11,1.81E+11,1,0.2,1,N,N,Y,N,N,N,N,N,N,34085.41083,53466675.51
3880,1.81E+11,Spy Mountain-Pipes Wash,2,0.4,2,N,N,Y,Y,N,Y,N,N,N,54275.82239,133712514.8
3881,1.81E+11,Lavic Lake,1,0.2,1,N,N,Y,N,N,N,N,N,N,85452.51933,100971378.3
3882,1.81E+11,Mesquite Hills,1,0.2,1,N,N,Y,N,N,N,N,N,N,80034.60818,161437404.9
3883,1.81E+11,Town of Balch,3,0.6,3,N,Y,Y,Y,N,Y,Y,N,N,75146.63129,144034011
3884,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,43888.28313,62145127.3
3885,1.81E+11,Otto Mountain-Silver Lake,2,0.4,2,N,N,Y,Y,Y,N,N,N,N,63439.06005,100193178.4
3886,1.81E+11,Dumont Hills,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,84531.46566,128134672
3887,1.81E+11,1.81E+11,1,0.2,1,N,N,N,Y,Y,Y,N,N,N,47379.52682,101323359
3888,1.81E+11,Eagle Mountain,1,0.2,1,N,N,N,Y,Y,Y,N,N,N,57034.90668,118940983.8
3889,1.81E+11,Ash Meadows,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,34897.35907,31466274.33
3890,1.81E+11,Superstition Mountain,0,0,0,N,N,N,N,N,N,N,N,N,51936.93894,89822027.1
3891,1.81E+11,Box Canyon Wash,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,59321.48807,59909102.12
3892,1.81E+11,Hyten Spring,2,0.4,2,N,N,Y,Y,N,Y,Y,N,N,68135.96376,117226821.3
3893,1.81E+11,Upper Devils Playground Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,58826.10182,94579614.26
3894,1.81E+11,Lower Willow Wash,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,55152.42722,57284995.24
3895,1.81E+11,Hytens Well,2,0.4,2,N,N,Y,Y,N,N,Y,N,N,54603.63393,150390518.1
3896,1.61E+11,Upper Pahrump Valley,0,0,0,N,N,N,N,N,N,N,N,N,49220.20791,80423518.24
3897,1.81E+11,1.81E+11,1,0.2,1,N,Y,N,N,N,N,N,N,N,43788.01986,48688411.96
3898,1.61E+11,Browns Spring-Frontal Pahrump Valley,1,0.2,1,N,N,Y,N,N,N,N,N,N,16739.96657,13858440.75
3899,1.81E+11,Lower New River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,95398.01554,224743005
3900,1.81E+11,Obsidian Butte-Frontal Salton Sea,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,73668.64278,78710808.83
3901,1.81E+11,Upper Big Wash,2,0.4,2,N,Y,Y,N,N,N,N,N,N,75961.47833,121337462.1
3902,1.81E+11,Lower Orange Blossom Wash,0,0,0,N,N,N,N,N,N,N,N,N,42791.16131,51838979.47
3903,1.81E+11,Cut Wash,0,0,0,N,N,N,N,N,N,N,N,N,106785.8045,104753415.9
3904,1.81E+11,Cottonwood Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,70433.97468,99819829.34
3905,1.81E+11,Domingo Spring,1,0.2,1,N,Y,N,N,N,N,N,N,N,77008.80236,116971295.3
3906,1.81E+11,Lower Clipper Valley Wash,1,0.2,1,N,N,N,Y,N,N,Y,N,N,91957.11688,86106879.61
3907,1.61E+11,Wheaton Wash-Frontal Ivanpah Lake,3,0.6,3,N,Y,Y,Y,Y,N,Y,N,N,54949.54338,139107750.2
3908,1.61E+11,Keystone Wash-Frontal Mesquite Lake,2,0.4,2,N,Y,N,N,N,N,N,N,Y,48734.50383,56306339.91
3909,1.81E+11,Midway Well,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,65267.64531,80032975.43
3910,1.81E+11,Beal Well,1,0.2,1,N,Y,N,N,N,N,N,N,N,84129.45952,93607942.82
3911,1.50E+11,1.50E+11,0,0,0,N,N,N,N,N,N,N,N,N,43519.01488,73126591.46
3912,1.81E+11,1.81E+11,1,0.2,1,N,N,Y,N,N,N,N,N,N,70605.66651,76604449.79
3913,1.81E+11,1.81E+11,2,0.4,2,N,Y,Y,N,N,N,N,N,N,83478.66531,133703317.4
3914,1.81E+11,Ironwood Wash,2,0.4,2,N,Y,Y,N,N,N,N,N,N,59072.62611,154124137.8
3915,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,42985.73667,58816300.76
3916,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,35637.71591,55696121.08
3917,1.81E+11,Vulcan Wash-Schulyler Wash,2,0.4,2,N,Y,N,Y,N,N,Y,N,N,112869.1847,234819993
3918,1.81E+11,Rock Spring-Watson Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,59856.28646,105393341.8
3919,1.81E+11,Upper Woods Wash,0,0,0,N,N,N,N,N,N,N,N,N,50542.79781,64944492.68
3920,1.50E+11,Town of Lanfair,0,0,0,N,N,N,N,N,N,N,N,N,64659.36933,79072651.49
3921,1.81E+11,Hackberry Springs,1,0.2,1,N,Y,N,N,N,N,N,N,N,94082.04216,142108723.6
3922,1.61E+11,Slaughterhouse Spring,2,0.4,2,N,Y,N,Y,N,Y,N,N,N,68021.42525,163279236.7
3923,1.61E+11,Willow Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,56356.8952,139922844.5
3924,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,73221.26866,67227201.6
3925,1.81E+11,Jackson Gulch,1,0.2,1,N,Y,N,N,N,N,N,N,N,58848.34301,144245896.8
3926,1.81E+11,Indain Wash,0,0,0,N,N,N,N,N,N,N,N,N,81071.09166,117954407.5
3927,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,61450.49442,125702667.8
3928,1.81E+11,1.81E+11,0,0,0,N,N,N,N,N,N,N,N,N,46376.21514,89762868.14
3929,1.81E+11,Sand Draw,2,0.4,2,N,Y,Y,N,N,N,N,N,N,89375.84108,143810060.2
3930,1.81E+11,Town of Sablon,1,0.2,1,N,N,Y,N,N,N,N,N,N,59436.2597,82375221.15
3931,1.81E+11,1.81E+11,2,0.4,2,N,N,Y,Y,N,Y,N,N,N,57266.44105,55505619.97
3932,1.81E+11,1.81E+11,1,0.2,1,N,Y,N,N,N,N,N,N,N,30355.31992,41790391.54
3933,1.81E+11,Browns Wash,1,0.2,1,N,N,N,Y,N,N,Y,N,N,54155.67464,70166377.98
3934,1.81E+11,181001003803-Homer Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,92752.19606,171667258.2
3935,1.50E+11,Crestview Wash,1,0.2,1,N,N,N,Y,N,Y,Y,N,N,54825.46957,90694420.17
3936,1.50E+11,1.50E+11,1,0.2,1,N,Y,N,N,N,N,N,N,N,49317.73968,54777156.38
3937,1.50E+11,Reservation Main Drain,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,63350.82577,103608508.7
3938,1.50E+11,Julian Wash,1,0.2,1,N,Y,N,N,N,N,N,N,N,42350.16127,56857905.98
3939,1.50E+11,Turnaround Wash-Colorado River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,44424.055,67567497.82
3940,1.50E+11,Petes Wash-Colorado River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,31983.44703,19229171.97
3941,1.50E+11,Town of Ehrenberg-Colorado River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,64103.85506,39646886.34
3942,1.50E+11,1.50E+11,1,0.2,1,N,Y,N,N,N,N,N,N,N,40955.05594,43804070.66
3943,1.81E+11,Horn Peak,0,0,0,N,N,N,N,N,N,N,N,N,80655.3669,130486578.6
3944,1.50E+11,Lost Lake-Colorado River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,59615.00997,96365816.43
3945,1.50E+11,Mohawk Spring-Chemhuevi Wash,1,0.2,1,N,N,N,Y,N,N,Y,N,N,62473.98616,103680958.6
3946,1.50E+11,Snaggletooth Mountain,0,0,0,N,N,N,N,N,N,N,N,N,46898.38212,73779179.12
3947,1.50E+11,El Dorado Wash-Colorado River,2,0.4,2,N,Y,Y,N,N,N,N,N,N,79475.0691,83338305.12
3948,1.50E+11,Mohave Wash-Colorado River,2,0.4,2,N,Y,N,Y,Y,Y,Y,N,N,49624.57151,88438818.98
3949,1.50E+11,Colorado River-Imperial Reservoir,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,41723.0492,25403952.56
3950,1.50E+11,Town of Vidal,0,0,0,N,N,N,N,N,N,N,N,N,59830.14893,55361194.87
3951,1.50E+11,Arch Creek-Colorado River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,110688.3968,176145616.6
3952,1.80E+11,Luffenholtz Creek-Frontal Pacific Ocean,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,185900.4227,162457655.3
3953,1.80E+11,Tule Canal-Toe Drain,5,1,5,Y,Y,Y,Y,Y,Y,N,Y,Y,167115.9717,362645332.6
3954,1.80E+11,Toe Drain-Cache Slough,5,1,5,Y,Y,Y,Y,Y,Y,N,Y,Y,240478.9893,661393647.3
3955,1.81E+11,Santa Cruz Island-Frontal Pacific Ocean,3,0.6,3,N,Y,N,Y,Y,N,N,N,Y,152386.1818,139343672
3956,1.81E+11,Headwaters Alamo River,0,0,0,N,N,N,N,N,N,N,N,N,8768.439436,334324.262
3957,1.80E+11,Lower Bear River,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,48384.42149,87594040.22
3958,1.80E+11,Tryon Creek-Frontal Pacific Ocean,4,0.8,4,N,Y,Y,Y,Y,Y,N,N,Y,67691.98907,30869669.91
3959,1.80E+11,Standley Creek-South Fork Eel River,2,0.4,2,Y,Y,N,N,N,N,N,N,N,43652.84956,76819946.11
3960,1.80E+11,Bear Creek,2,0.4,2,Y,Y,N,N,N,N,N,N,N,58278.02902,55937271.61
3961,1.80E+11,Upper Mattole River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,41417.91268,73663353.9
3962,1.80E+11,Minor Creek-Redwood Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,43803.63015,92353757.72
3963,1.80E+11,Maple Creek,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,51882.99053,119920187.5
3964,1.80E+11,Hunter Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,49777.55513,76027230.85
3965,1.80E+11,Jones Creek,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,40625.38044,63742318.54
3966,1.80E+11,Albion River,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,66984.83401,110511656.9
3967,1.80E+11,North Branch North Fork Navarro River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,48576.36883,73689419.33
3968,1.80E+11,Upper Big River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,49372.86283,85035193.93
3969,1.80E+11,North Fork Ten Mile River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,62854.77583,100913139.7
3970,1.80E+11,Middle Fork Ten Mile River-Ten Mile River,4,0.8,4,Y,Y,N,Y,Y,N,N,N,Y,67228.75505,108490367.5
3971,1.80E+11,Upper East Branch South Fork Eel River,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,53165.57592,93300391.28
3972,1.80E+11,Lower Tenmile Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,42313.91941,71535864.33
3973,1.80E+11,Slate Creek-Klamath River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,69444.06726,116423927.2
3974,1.71E+11,Dunn Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,33706.18489,59139893.79
3975,1.80E+11,Lower Clear Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,47232.2535,88411820.29
3976,1.80E+11,Marshall Creek,2,0.4,2,Y,N,N,Y,Y,N,N,N,N,36408.58855,51265221.77
3977,1.80E+11,Anderson Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,64305.5167,119087216
3978,1.80E+11,Galloway Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,33278.59733,41497940.43
3979,1.80E+11,Upper Tomki Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,48320.2382,84030495.35
3980,1.80E+11,Indian Creek-Eel River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,48025.39351,101581935
3981,1.80E+11,Twin Bridges Creek-Eel River,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,52785.35346,107822421.5
3982,1.80E+11,Lost Creek-Mad River,1,0.2,1,N,Y,N,N,N,N,N,N,N,51838.92968,117371988.8
3983,1.80E+11,Sulphur Glade Creek-South Fork Trinity River,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,50922.028,91953808.31
3984,1.80E+11,Eltapom Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,38527.52728,50819714.52
3985,1.80E+11,Virgin Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,56393.18688,97556827.45
3986,1.80E+11,Independence Creek,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,33525.29788,46606322.11
3987,1.80E+11,North Fork Wooley Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,37179.89383,57008314.51
3988,1.80E+11,Grant Creek-North Fork Salmon River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,35040.66106,47534078.94
3989,1.80E+11,Little North Fork Salmon River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,42642.3111,84334285.09
3990,1.80E+11,China Creek-Klamath River,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,43268.11484,102740343.9
3991,1.80E+11,Bodega Harbor-Frontal Pacific Ocean,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,59201.58387,29612924.23
3992,1.81E+11,Bodega Bay,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,46917.82682,11991097.2
3993,1.81E+11,Walker Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,N,N,56513.96439,77487656.5
3994,1.80E+11,McGaugh Slough-Frontal Clear Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,106078.1829,61347826.51
3995,1.80E+11,Lower Scotts Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,40665.48546,53968077.47
3996,1.80E+11,Thatcher Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,45038.78804,93417804.4
3997,1.80E+11,Smokehouse Creek-Lake Pillsbury,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,51572.55319,102326845.2
3998,1.80E+11,Jumpoff Creek-Black Butte River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,N,N,48486.99439,120345816.4
3999,1.80E+11,Beaver Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,31947.13653,45319286.97
4000,1.80E+11,McClure Creek-Thomes Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,42923.37258,89336846.75
4001,1.80E+11,Upper Dry Creek,0,0,0,N,N,N,N,N,N,N,N,N,46315.83879,63541331.55
4002,1.80E+11,Indian Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,53537.46056,87324841.08
4003,1.80E+11,Lower Canyon Creek,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,51755.35277,91733426.13
4004,1.80E+11,Upper Stuart Fork,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,56508.61093,129164185.7
4005,1.80E+11,North Russian Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,33041.88456,47163416.3
4006,1.80E+11,Patterson Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,45732.11035,97761111.01
4007,1.81E+11,Larkspur Creek-Frontal San Francisco Bay Estuaries,4,0.8,4,Y,Y,N,Y,Y,N,N,N,Y,103534.1948,44237327.59
4008,1.80E+11,Saint Helena Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,44601.30772,55235919.99
4009,1.80E+11,Bucksnort Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,50338.46569,68059765.41
4010,1.80E+11,Copsey Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,39397.19155,45050067.72
4011,1.80E+11,Bartlett Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,36458.84787,46471045.25
4012,1.80E+11,Dry Creek-Stony Creek,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,53923.45634,117353285.8
4013,1.80E+11,Indian Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,50675.43367,74300505.41
4014,1.80E+11,Stony Gorge Dam-Stony Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,51326.83245,42293039.11
4015,1.80E+11,Log Spring Creek-Thomes Creek,3,0.6,3,Y,Y,N,Y,Y,N,N,N,N,41947.78193,94459298.11
4016,1.80E+11,North Fork Elder Creek,2,0.4,2,N,Y,Y,N,N,N,N,N,N,60375.59575,74567396.46
4017,1.80E+11,Lower Cold Fork,2,0.4,2,Y,N,Y,N,N,N,N,N,N,45239.5939,56562450.15
4018,1.80E+11,Long Gulch-South Fork Cottonwood Creek,3,0.6,3,Y,Y,Y,N,N,N,N,N,N,70487.28879,87628136.31
4019,1.80E+11,Lower Red Bank Creek,3,0.6,3,Y,Y,N,Y,Y,Y,N,Y,N,86397.71882,107360977.6
4020,1.80E+11,Dry Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,52391.1146,68414120.7
4021,1.80E+11,French Gulch-Clear Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,46395.24544,85924552.89
4022,1.80E+11,Lower East Fork Scott River,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,53859.09434,82510060.24
4023,1.80E+11,Camp Creek-Scotch Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,N,N,36751.70936,52296166.75
4024,1.80E+11,Lower Pope Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,76872.90281,82433260.09
4025,1.80E+11,Salt Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,98155.83541,119884208.3
4026,1.80E+11,Glenn Valley Slough,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,40480.8033,63143011.18
4027,1.80E+11,Lower Freshwater Creek,2,0.4,2,N,Y,N,Y,Y,N,N,Y,N,67269.14596,46546264.59
4028,1.80E+11,Lower Walker Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,60671.61086,83794308.29
4029,1.80E+11,Black Butte Dam-Stony Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,85442.41243,47672240.94
4030,1.80E+11,Sevenmile Creek-Sacramento River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,93232.14012,69911365.25
4031,1.80E+11,Clover Creek-Sacramento River,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,92706.62057,102556576.4
4032,1.80E+11,Dog Creek,1,0.2,1,N,Y,N,N,N,N,N,N,N,32941.602,49806797.08
4033,1.80E+11,Middle Salt Creek,2,0.4,2,N,Y,Y,N,N,N,N,N,N,30380.28007,44655815.54
4034,1.80E+11,Campbell Creek-McCloud River Arm,2,0.4,2,N,Y,Y,N,N,N,N,N,N,49818.12116,87043296.75
4035,1.80E+11,Lower Squaw Creek,2,0.4,2,N,Y,Y,N,N,N,N,N,N,50283.22425,90317916.05
4036,1.80E+11,Eddy Creek-Shasta River,3,0.6,3,N,Y,Y,Y,Y,Y,Y,N,N,45028.3009,89553337.57
4037,1.80E+11,Boles Creek-Shasta River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,56332.78252,96196419.82
4038,1.80E+11,Upper Little Shasta River,2,0.4,2,N,Y,N,Y,Y,Y,N,Y,N,49184.19813,122597877.2
4039,1.80E+11,Fall Creek-Klamath River,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,35816.92761,36188591.67
4040,1.81E+11,Potrero Canyon-Carmel River,4,0.8,4,Y,Y,N,Y,Y,Y,N,N,Y,49093.18095,80073354.48
4041,1.81E+11,Aptos Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,39749.97296,63272335.46
4042,1.81E+11,Calabazas Creek-Frontal San Francisco Bay Estuaries,3,0.6,3,N,Y,N,Y,Y,N,N,N,Y,54482.7405,102215890.3
4043,1.81E+11,San Leandro Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,76612.06188,117583016.6
4044,1.81E+11,Plummer Creek-Frontal San Francisco Bay Estuaries,5,1,5,Y,Y,Y,Y,Y,Y,N,Y,Y,86788.18249,96580862.13
4045,1.80E+11,Gibson Canyon Creek-Sweany Creek,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,44197.94753,45532234.77
4046,1.80E+11,Putah Creek-South Fork Putah Creek,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,76757.19891,47017798.72
4047,1.80E+11,Willow Spring Creek-Colusa Basin Drainage Canal,3,0.6,3,N,Y,Y,Y,Y,N,N,Y,N,36363.0376,56521882.92
4048,1.80E+11,Sycamore Slough,3,0.6,3,N,Y,Y,Y,Y,Y,N,Y,N,119933.9076,349433194
4049,1.80E+11,Harbean Slough-Pine Creek,4,0.8,4,Y,Y,Y,Y,Y,Y,N,Y,N,82897.34832,137797196.2
4050,1.80E+11,Millseat Creek-North Fork Battle Creek,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,75556.11796,78053044.19
4051,1.80E+11,Angel Creek,2,0.4,2,N,Y,N,Y,Y,N,N,N,N,37038.87963,43233762.81
4052,1.80E+11,Antelope Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,85911.7435,160163157.5
4053,1.80E+11,Lough Lake,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,45681.58734,90563519.79
4054,1.81E+11,Danish Creek-Carmel River,4,0.8,4,Y,Y,Y,Y,Y,N,N,N,N,58316.8436,118435686.7
4055,1.81E+11,Nativdad Creek-Gabilan Creek,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,50693.20523,74448471.03
4056,1.81E+11,Alamitos Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,62192.69523,99795176.82
4057,1.81E+11,Lower Pajaro River,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,83249.42553,135148391.9
4058,1.81E+11,Colorado Creek-Arroyo Valle,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,63260.75381,86245504.76
4059,1.81E+11,San Antonio Creek,3,0.6,3,N,Y,Y,Y,Y,Y,N,N,N,60754.46789,108929246.7
4060,1.81E+11,Lake Del Valle-Arroyo Valle,3,0.6,3,N,Y,Y,Y,N,Y,N,N,N,35426.35277,45732402.35
4061,1.80E+11,Upper Corral Hollow Creek,2,0.4,2,N,Y,N,Y,Y,Y,N,N,N,62326.66455,84621183.17
4062,1.80E+11,Jersey Island-Taylor Slough,5,1,5,Y,Y,Y,Y,Y,Y,N,N,Y,65461.98638,66106350.28
